Source,Date,Obsolescence Date,Business Name,Legal Name,Physical Address,Physical Address Number,Physical Pre Direction,Physical Address Name,Physical Address Suffix,Physical Post Direction,Physical City,Physical State,Physical ZIP,Physical ZIP 4,Key Executive Name,First Name,Middle Initial,Last Name,Title,Gender,Location Employee Size,Corporate Employee Size,Revenue / Yr,Mailing Address,Mailing Address Number,Mailing Pre Direction,Mailing Address Name,Mailing Address Suffix,Mailing Post Direction,Mailing City,Mailing State,Mailing ZIP,Mailing ZIP 4,Phone,Fax,Toll-Free,County Name,County Population,Metro Area,Latitude,Longitude,EIN,Main Line of Business,Location Type,Importer or Exporter,Manufacturer,Primary SIC,Primary SIC Description,SIC02,SIC02.Description,SIC03,SIC03.Description,SIC04,SIC04.Description,SIC05,SIC05.Description,SIC06,SIC06.Description,SIC07,SIC07.Description,SIC08,SIC08.Description,SIC09,SIC09.Description,SIC10,SIC10.Description,NAICS 1,NAICS 1 Description,NAICS 2,NAICS 2 Description,NAICS 3,NAICS 3 Description,NAICS 4,NAICS 4 Description,NAICS 5,NAICS 5 Description,NAICS 6,NAICS 6 Description,NAICS 7,NAICS 7 Description,NAICS 8,NAICS 8 Description,NAICS 9,NAICS 9 Description,NAICS 10,NAICS 10 Description,Non-Profit,Number of PCs,Public / Private,Small Business,Square Footage,Website,Women Owned,Year Established,Ticker Symbol,Stock Exchange,Fortune 1000 Ranking,Credit Score,2022 Revenue/Yr,2021 Revenue/Yr,2020 Revenue/Yr,2019 Revenue/Yr,2021 % Sales Growth,2020 % Sales Growth,2019 % Sales Growth,2022 Employees,2021 Employees,2020 Employees,2019 Employees,2021 % Employee Growth,2020 % Employee Growth,2019 % Employee Growth,Executive First Name 1,Executive Last Name 1,Executive Title 1,Executive Gender 1,Executive Department 1,Executive First Name 2,Executive Last Name 2,Executive Title 2,Executive Gender 2,Executive Department 2,Executive First Name 3,Executive Last Name 3,Executive Title 3,Executive Gender 3,Executive Department 3,Executive First Name 4,Executive Last Name 4,Executive Title 4,Executive Gender 4,Executive Department 4,Executive First Name 5,Executive Last Name 5,Executive Title 5,Executive Gender 5,Executive Department 5,Executive First Name 6,Executive Last Name 6,Executive Title 6,Executive Gender 6,Executive Department 6,Executive First Name 7,Executive Last Name 7,Executive Title 7,Executive Gender 7,Executive Department 7,Executive First Name 8,Executive Last Name 8,Executive Title 8,Executive Gender 8,Executive Department 8,Executive First Name 9,Executive Last Name 9,Executive Title 9,Executive Gender 9,Executive Department 9,Executive First Name 10,Executive Last Name 10,Executive Title 10,Executive Gender 10,Executive Department 10,Executive First Name 11,Executive Last Name 11,Executive Title 11,Executive Gender 11,Executive Department 11,Executive First Name 12,Executive Last Name 12,Executive Title 12,Executive Gender 12,Executive Department 12,Executive First Name 13,Executive Last Name 13,Executive Title 13,Executive Gender 13,Executive Department 13,Executive First Name 14,Executive Last Name 14,Executive Title 14,Executive Gender 14,Executive Department 14,Executive First Name 15,Executive Last Name 15,Executive Title 15,Executive Gender 15,Executive Department 15,Executive First Name 16,Executive Last Name 16,Executive Title 16,Executive Gender 16,Executive Department 16,Executive First Name 17,Executive Last Name 17,Executive Title 17,Executive Gender 17,Executive Department 17,Executive First Name 18,Executive Last Name 18,Executive Title 18,Executive Gender 18,Executive Department 18,Executive First Name 19,Executive Last Name 19,Executive Title 19,Executive Gender 19,Executive Department 19,Executive First Name 20,Executive Last Name 20,Executive Title 20,Executive Gender 20,Executive Department 20,Est. Accounting Annual Expense,Est. Advertising Annual Expense,Est. Business Insurance Annual Expense,Est. Legal Annual Expense,Est. Office Equipment Annual Expense,Est. Rent Annual Expense,Est. Technology Annual Expense,Est. Telecom Annual Expense,Est. Utilities Annual Expense,AtoZ ID,Home Based Business,Franchise Type,Holding Parent Name,Source ,
"AtoZDatabases","08/27/2024","02/27/2025","North Texas Kidney Disease Associates","North TX Kidney Disease Assoc","6331 Boulevard 26 Ste 220","6331","","Boulevard ","","","North Richland Hills","TX","76180","1592","Rose Laserinko","Rose","","Laserinko","Manager","Female","4","","$1,363,000","6331 Boulevard 26 Ste 220","6331","","Boulevard ","","","North Richland Hills","TX","76180","1592","(817) 628-0284","N/A","N/A","Tarrant","50,000 to 99,999","Dallas-Fort Worth-Arlington, T","32.8105613311721","-97.2457119862705","","Physicians & Surgeons","","","No","8011001","Physicians & Surgeons","8031001","Offices & Clinics of Doctors of Osteopathy","8699001","Membership Organizations","","","","","","","","","","","","","","","621111","Offices of Physicians (except Mental Health Specialists)","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","Up to 999","www.northtexaskidney.com","No","2008","","","","87","1363000","1308480","1086038","1172921","4.17","20.48","-7.41","4","4","4","4","0.0","0.0","0.0","Rose","Laserinko","Manager","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","$1,000 to $4,999","$2,500 to $7,499","$7,500 to $14,999","$5,000 to $9,999","$5,000 to $9,999","$2,500 to $4,999","$2,000 to $4,999","$2,500 to $7,499","11132551181330","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Birch Creek State Park","","14222 Park Road 57","14222","","Park Road ","","","Somerville","TX","77879","6418"," ","","","","","","10","","$1,363,000","14222 Park Road 57","14222","","Park Road ","","","Somerville","TX","77879","6418","(979) 535-7763","(979) 535-8222","N/A","Burleson","Up to 24,999","College Station-Bryan, TX","30.3162176339856","-96.6426800333578","","Amusement & Recreation Services","","","No","7999001","Amusement & Recreation Services","8699001","Membership Organizations","8611001","Business Associations","7999174","Playgrounds","","","","","","","","","","","","","711219","Other Spectator Sports","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","813910","Business Associations","713990","All Other Amusement and Recreation Industries","","","","","","","","","","","","","No","10 to 24","Private","Yes","1,000 to 4,999","","No","2008","","","","0","1363000","1499300","1589258","1764076","-9.09","-5.66","-9.91","10","9","8","9","11.11","12.5","-11.11","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$7,500 to $19,999","","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999","11132551145021","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Grace Donation Center","","112 N Scribner St","112","N","Scribner","St","","Grapevine","TX","76051","3208","Janice Bird","Janice","","Bird","Manager","Female","8","","$1,361,000","112 N Scribner St","112","N","Scribner","St","","Grapevine","TX","76051","3208","(817) 416-6939","N/A","N/A","Tarrant","50,000 to 99,999","Dallas-Fort Worth-Arlington, T","32.941851","-97.081708","","Individual & Family Social Services","","","No","8322001","Individual & Family Social Services","8699001","Membership Organizations","8699002","Charitable Organization","","","","","","","","","","","","","","","624190","Other Individual and Family Services","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","813410","Civic and Social Organizations","","","","","","","","","","","","","","","No","10 to 24","Private","Yes","1,000 to 4,999","www.gracegrapevine.org","No","2010","","","","0","1361000","1306560","1045248","1160225","4.17","25.0","-9.91","8","8","8","8","0.0","0.0","0.0","Janice","Bird","Manager","Female","Administration & Operations","Kathy","Maize","Manager","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$7,500 to $19,999","","$5,000 to $9,999","$10,000 to $24,999","$5,000 to $9,999","$2,000 to $4,999","$7,500 to $19,999","11132553462431","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Frontier Saloon","","9709 Leopard St","9709","","Leopard","St","","Corpus Christi","TX","78410","1609","Allen Evans","Allen","","Evans","Owner","Male","7","","$1,343,000","9709 Leopard St","9709","","Leopard","St","","Corpus Christi","TX","78410","1609","(361) 241-3969","N/A","N/A","Nueces","250,000 to 499,999","Corpus Christi, TX","27.8281411","-97.5544845","","Restaurants","","","No","5812001","Restaurants","5813001","Alcoholic Beverage Drinking Places","8699001","Membership Organizations","5813007","Night Clubs","5813011","Bars & Lounges","5812016","Bar & Grills","","","","","","","","","722511","Full-Service Restaurants","722410","Drinking Places (Alcoholic Beverages)","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","722513","Limited-Service Restaurants","","","","","","","","","","","","","No","Up to 4","Private","Yes","1,000 to 4,999","www.frontiersaloon.com","No","2004","","","","90","1343000","1101260","1178348","1331533","21.95","-6.54","-11.5","7","7","7","6","0.0","0.0","16.67","Allen","Evans","Owner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","$5,000 to $14,999","$2,500 to $7,499","$2,500 to $7,499","$2,000 to $4,999","$10,000 to $24,999","$10,000 to $24,999","Up to $1,999","$7,500 to $19,999","11132553343967","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Do It Best","","1401 W South Commerce St","1401","W","South Comm","St","","Wills Point","TX","75169","2371","Mike Jones","Mike","","Jones","Owner","Male","13","1,403","$1,339,000","PO Box 618","618","","PO Box","","","Wills Point","TX","75169","0618","(903) 873-4628","N/A","N/A","Van Zandt","Up to 24,999","","32.7083138","-96.0239098","","Hardware Stores","Branch","","No","5251001","Hardware Stores","8699001","Membership Organizations","5031004","Lumber Wholesale","5211001","Building Materials Dealers","5031001","Lumber, Plywood, Millwork, & Wood Panels Wholesale","5031007","Building Materials Wholesale","5072001","Hardware Wholesale","","","","","","","444140","Hardware Retailers","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","444110","Home Centers","423310","Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers","423710","Hardware Merchant Wholesalers","","","","","","","","","","","No","5 to 9","Private","No","1,000 to 4,999","www.doitbest.com","No","1945","","","","93","2231000","2253310","2456108","2726280","-0.99","-8.26","-9.91","13","10","11","13","30.0","-9.09","-15.38","Mike","Jones","Owner","Male","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$15,000 to $24,999","$7,500 to $19,999","$7,500 to $14,999","$5,000 to $9,999","$25,000 to $99,999","$10,000 to $24,999","$2,000 to $4,999","$20,000 to $49,999","11132579055640","No","Chain Location","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Diamond Jim's Country Saloon","","3317 25th Ave N","3317","","25th","Ave","N","Texas City","TX","77590","4405","Debbie Torez","Debbie","","Torez","Manager","Female","17","","$1,332,000","3317 25th Ave N","3317","","25th","Ave","N","Texas City","TX","77590","4405","(409) 943-4844","N/A","N/A","Galveston","100,000 to 249,999","Houston-The Woodlands-Sugar La","29.4079028674084","-94.9436530232558","","Restaurants","","","No","5812001","Restaurants","5813001","Alcoholic Beverage Drinking Places","8699001","Membership Organizations","5813011","Bars & Lounges","5812016","Bar & Grills","8699030","Dance Clubs","","","","","","","","","722511","Full-Service Restaurants","722410","Drinking Places (Alcoholic Beverages)","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","722513","Limited-Service Restaurants","","","","","","","","","","","","","No","10 to 24","Private","Yes","5,000 to 9,999","","No","2011","","","","93","1332000","1305360","1213985","1444642","2.04","7.53","-15.97","17","15","16","17","13.33","-6.25","-5.88","Debbie","Torez","Manager","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$25,000 to $99,999","$7,500 to $19,999","$15,000 to $24,999","$10,000 to $24,999","$25,000 to $99,999","$25,000 to $99,999","$5,000 to $9,999","$20,000 to $49,999","11132570883750","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Rodeo Westfortworth","","4200 South Fwy Ste 1097","4200","","South","Fwy","","Fort Worth","TX","76115","1438"," ","","","","","","4","","$1,299,000","4200 South Fwy Ste 1097","4200","","South","Fwy","","Fort Worth","TX","76115","1438","(817) 739-1940","N/A","N/A","Tarrant","500,000 or more","Dallas-Fort Worth-Arlington, T","32.6849927","-97.3220935","","Amusement & Recreation Services","","","No","7999001","Amusement & Recreation Services","8699001","Membership Organizations","8699030","Dance Clubs","","","","","","","","","","","","","","","711219","Other Spectator Sports","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","Up to 999","","No","2024","","","","70","1299000","0","0","0","0.0","0.0","0.0","4","","","","0.0","0.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","$5,000 to $14,999","$2,500 to $7,499","$7,500 to $14,999","$2,000 to $4,999","$5,000 to $9,999","$2,500 to $4,999","$2,000 to $4,999","$2,500 to $7,499","11140041457141","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Project Joy and Hope","","3215 Tulip St Ste B","3215","","Tulip","St","","Pasadena","TX","77504","2002"," ","","","","","","13","","$1,283,000","3215 Tulip St Ste B","3215","","Tulip","St","","Pasadena","TX","77504","2002","(832) 770-9499","N/A","N/A","Harris","100,000 to 249,999","Houston-The Woodlands-Sugar La","29.6630421248195","-95.1746932052413","","Individual & Family Social Services","","","No","8322001","Individual & Family Social Services","8699001","Membership Organizations","","","","","","","","","","","","","","","","","624190","Other Individual and Family Services","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","No","25 to 99","Private","Yes","1,000 to 4,999","","No","2016","","","","0","1283000","1180360","1156753","1388104","8.7","2.04","-16.67","13","12","11","10","8.33","9.09","10.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$7,500 to $19,999","","$10,000 to $24,999","$10,000 to $24,999","$10,000 to $24,999","$5,000 to $9,999","$7,500 to $19,999","11140008173812","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","AAA Best Fare","","521 Cedar Elm Ln","521","","Cedar Elm","Ln","","Allen","TX","75002","3003"," ","","","","","","15","","$1,277,000","521 Cedar Elm Ln","521","","Cedar Elm","Ln","","Allen","TX","75002","3003","(972) 390-7848","N/A","N/A","Collin","100,000 to 249,999","Dallas-Fort Worth-Arlington, T","33.096723","-96.662828","","Travel Agencies","","","No","4724001","Travel Agencies","4729002","Airline Ticket Agencies","7299105","Concierge Services","8748027","Motel & Hotel Consultants","","","","","","","","","","","","","561510","Travel Agencies","561599","All Other Travel Arrangement and Reservation Services","812990","All Other Personal Services","541618","Other Management Consulting Services","","","","","","","","","","","","","No","10 to 24","Private","Yes","5,000 to 9,999","","No","2015","","","","85","1277000","1289770","1328463","1195617","-0.99","-2.91","11.11","15","16","17","20","-6.25","-5.88","-15.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","$1,000 to $4,999","$20,000 to $49,999","$25,000 to $99,999","$10,000 to $24,999","$25,000 to $99,999","$25,000 to $99,999","$5,000 to $9,999","$20,000 to $49,999","11140005575434","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Feng Shui Works","","537 Fulton Ave","537","","Fulton","Ave","","San Antonio","TX","78212","2822","Alison Schockner","Alison","","Schockner","Owner","Female","3","","$1,270,000","537 Fulton Ave","537","","Fulton","Ave","","San Antonio","TX","78212","2822","(210) 732-7439","N/A","N/A","Bexar","500,000 or more","San Antonio-New Braunfels, TX","29.4618033","-98.5025318","","Feng Shui","","","No","7299058","Feng Shui","","","","","","","","","","","","","","","","","","","812990","All Other Personal Services","","","","","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","Up to 999","","Yes","2000","","","","83","1270000","1397000","1257300","1269873","-9.09","11.11","-0.99","3","3","2","2","0.0","50.0","0.0","Alison","Schockner","Owner","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$1,000 to $2,499","$1,000 to $4,999","$2,500 to $7,499","$2,500 to $7,499","$2,000 to $4,999","$2,500 to $4,999","$2,500 to $4,999","Up to $1,999","$2,500 to $7,499","11132543441208","Yes","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Promark Research Corpora","","317 Sawdust Rd","317","","Sawdust","Rd","","Spring","TX","77380","2358","Trish Werner","Trish","","Werner","Chief Financial Officer","Female","47","","$1,268,000","","","","","","","","","","","(281) 292-1566","N/A","N/A","Montgomery","50,000 to 99,999","Houston-The Woodlands-Sugar La","30.1265219907097","-95.4464983722655","","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","25 to 99","Private","Yes","5,000 to 9,999","www.promarkresearch.com","No","2017","","","","83","1245000","1269900","1206405","1097829","-1.96","5.26","9.89","47","42","44","51","11.9","-4.55","-13.73","Trish","Werner","Chief Financial Officer","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$25,000 to $99,999","","$50,000 to $99,999","","$25,000 to $99,999","$25,000 to $99,999","$25,000 to $99,999","$25,000 to $99,999","$20,000 to $49,999","11140012641483","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Something Els LLC","","238 Lake View Cir","238","","Lake View","Cir","","Montgomery","TX","77356","2843"," ","","","","","","3","","$1,265,000","238 Lake View Cir","238","","Lake View","Cir","","Montgomery","TX","77356","2843","N/A","N/A","N/A","Montgomery","Up to 24,999","Houston-The Woodlands-Sugar La","30.373385","-95.601964","","Apartments","","","No","6513001","Apartments","8699001","Membership Organizations","","","","","","","","","","","","","","","","","531110","Lessors of Residential Buildings and Dwellings","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","Up to 999","www.somethingelsdogschool.com","No","2021","","","","76","1265000","1391500","1210605","1319559","-9.09","14.94","-8.26","3","3","3","3","0.0","0.0","0.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$1,000 to $2,499","$1,000 to $4,999","$2,500 to $7,499","$2,500 to $7,499","$2,000 to $4,999","$2,500 to $4,999","$2,500 to $4,999","Up to $1,999","$2,500 to $7,499","11140023755749","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Wake Up Texarkana","","3181 Old Red Lick Rd","3181","","Old Red Li","Rd","","Texarkana","TX","75503","5084"," ","","","","","","6","","$1,233,000","3181 Old Red Lick Rd","3181","","Old Red Li","Rd","","Texarkana","TX","75503","5084","(903) 255-4898","N/A","N/A","Bowie","50,000 to 99,999","Texarkana, TX-AR","33.51228","-94.11907","","Personal Services","","","No","7299001","Personal Services","7299087","Wake-Up Call Services","","","","","","","","","","","","","","","","","812990","All Other Personal Services","","","","","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1,000 to 4,999","","No","2004","","","","90","1233000","1023390","1115495","1115495","20.48","-8.26","0.0","6","5","5","4","20.0","0.0","25.0","","","","","","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","$5,000 to $14,999","$2,500 to $7,499","$7,500 to $14,999","$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$2,500 to $7,499","11132545021624","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Susan G Komen Breast Cancer Foundation","Susan G Komen Breast Cancer","2216 Green Oaks Rd","2216","","Green Oaks","Rd","","Fort Worth","TX","76116","1730","Tracey Boyes","Tracey","Mcmillan","Boyes","Executive Officer","Unknown","53","","$1,222,000","2216 Green Oaks Rd","2216","","Green Oaks","Rd","","Fort Worth","TX","76116","1730","(817) 735-8580","(817) 735-8635","N/A","Tarrant","500,000 or more","Dallas-Fort Worth-Arlington, T","32.7374425642037","-97.4342140728462","","Membership Organizations","","","No","8699001","Membership Organizations","8322103","Cancer Information","8322076","Support Groups","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","624190","Other Individual and Family Services","","","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1,000 to 4,999","","No","2010","","","","0","380000","334400","317680","292266","13.64","5.26","8.7","6","6","6","6","0.0","0.0","0.0","Tracey","Boyes","Executive Officer","Unknown","Administration & Operations","Ann","Greenhill","Executive Officer","Female","Administration & Operations","Maryann","Means-Dufrene","Executive Officer","Female","Administration & Operations","Darla","Tate","Executive Officer","Female","Administration & Operations","Susan","Cowley","Executive Officer","Female","Strategic Planning & Business Development","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$2,500 to $7,499","","$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$2,500 to $7,499","11132546872477","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","KELL Partners","","5705 Sedgefield Dr","5705","","Sedgefield","Dr","","Austin","TX","78746","6263","Sandra Jensen","Sandra","","Jensen","President","Female","35","","$1,216,000","5705 Sedgefield Dr","5705","","Sedgefield","Dr","","Austin","TX","78746","6263","(512) 850-5355","N/A","N/A","Travis","500,000 or more","Austin-Round Rock-Georgetown, ","30.280184","-97.833089","","Membership Organizations","","","No","8699001","Membership Organizations","","","","","","","","","","","","","","","","","","","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","","","No","25 to 99","Private","Yes","5,000 to 9,999","www.kellpartners.com","No","2014","","","","91","1216000","1228160","1080781","1102397","-0.99","13.64","-1.96","35","38","40","38","-7.89","-5.0","5.26","Sandra","Jensen","President","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$25,000 to $99,999","","$20,000 to $49,999","","$25,000 to $99,999","$25,000 to $99,999","$25,000 to $99,999","$10,000 to $24,999","$20,000 to $49,999","11132549280884","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Environmental Fund For Texas","","707 West Ave Ste 203","707","","West","Ave","","Austin","TX","78701","2758","Edie Muehelberger","Edie","","Muehelberger","Manager","Female","5","","$1,214,000","","","","","","","","","","","(512) 472-5518","(512) 472-4930","N/A","Travis","500,000 or more","Austin-Round Rock-Georgetown, ","30.271274","-97.749969","","Business Finance Support Services","","","No","7389004","Business Finance Support Services","8699001","Membership Organizations","","","","","","","","","","","","","","","","","561499","All Other Business Support Services","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","No","5 to 9","Private","Yes","1,000 to 4,999","www.environmenttexas.org","No","2001","","","","90","1214000","983340","1071841","1179025","23.46","-8.26","-9.09","5","4","4","4","25.0","0.0","0.0","Edie","Muehelberger","Manager","Female","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$2,500 to $4,999","$5,000 to $14,999","$2,500 to $7,499","$7,500 to $14,999","$5,000 to $9,999","$5,000 to $9,999","$5,000 to $9,999","$2,000 to $4,999","$2,500 to $7,499","11132552012522","No","","","AtoZDatabases",
"AtoZDatabases","08/27/2024","02/27/2025","Friends-The Howe Community Library","","4563 Mackey Rd","4563","","Mackey","Rd","","Howe","TX","75459","2455","Jean Norman","Jean","","Norman","Manager","Unknown","23","","$1,168,000","4563 Mackey Rd","4563","","Mackey","Rd","","Howe","TX","75459","2455","(903) 476-5532","N/A","N/A","Grayson","Up to 24,999","Sherman-Denison, TX","33.5034432","-96.6848789","751824149","Management Consulting Services","","","No","8742001","Management Consulting Services","8699001","Membership Organizations","8742065","Library Support Services","","","","","","","","","","","","","","","541611","Administrative Management and General Management Consulting Services","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","","","","","","","","","","","","","","","","","No","25 to 99","Private","Yes","1,000 to 4,999","","No","2013","","","","95","1168000","1249760","1074794","1193021","-6.54","16.28","-9.91","23","25","24","27","-8.0","4.17","-11.11","Jean","Norman","Manager","Unknown","Administration & Operations","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","","","","","NA","$5,000 to $24,999","","$7,500 to $19,999","","$10,000 to $24,999","$10,000 to $24,999","$25,000 to $99,999","$10,000 to $24,999","$20,000 to $49,999","11140000234738","No","","","AtoZDatabases",
